departure time,arrival time,date change,departure airport,arrival airport,price,airline,distinct airline count,stop airport,stop count,overhead bin access,day
22:15,12:35,1,YYZ,YVR,687,WS,1,"YEG, YYC",2,0,5
22:15,12:35,1,YYZ,YVR,687,WS,1,"YEG, YYC",2,0,5
22:20,07:39,1,YYZ,YVR,687,WS,1,YYC,1,0,5
22:30,11:58,1,YYZ,YVR,687,AC(Jazz),1,"YEG, YYC",2,1,5
07:20,20:36,0,YTZ,YVR,689,AC(Jazz),1,YUL,1,1,5
08:20,20:36,0,YTZ,YVR,689,AC(Jazz),1,YUL,1,1,5
10:20,20:36,0,YTZ,YVR,689,AC(Jazz),1,YUL,1,1,5
12:20,00:20,1,YTZ,YVR,689,AC(Jazz),1,YUL,1,1,5
20:20,09:58,1,YTZ,YVR,689,AC(Jazz),1,YUL,1,1,5
21:50,17:41,1,YYZ,YVR,690,WS,1,YQR,1,0,5
12:10,00:03,1,YYZ,YVR,690,AC(Jazz),1,YOW,1,1,5
21:55,09:38,1,YYZ,YVR,690,AC,1,YOW,1,1,5
19:20,08:43,1,YYZ,YVR,690,AC,1,"YWG, YYC",2,1,5
22:30,07:00,1,YYZ,YVR,690,AC,1,YWG,1,1,5
21:45,12:35,1,YYZ,YVR,691,WS,1,"YXE, YYC",2,0,5
07:15,11:15,0,YYZ,YVR,693,WS(Encore),1,YYC,1,1,5
07:15,11:35,0,YYZ,YVR,693,WS,1,YYC,1,1,5
08:10,11:48,0,YYZ,YVR,693,AC,1,YWG,1,1,5
11:00,15:35,0,YYZ,YVR,693,WS,1,YYC,1,1,5
15:45,20:34,0,YYZ,YVR,693,WS,1,YYC,1,1,5
19:00,00:20,1,YYZ,YVR,693,AC,1,YUL,1,1,5
00:30,09:58,0,YYZ,YVR,696,AC(Jazz),1,YUL,1,1,5
00:30,11:38,0,YYZ,YVR,696,AC(Jazz),1,YUL,1,1,5
23:30,09:58,1,YYZ,YVR,696,AC,1,YUL,1,1,5
23:30,11:38,1,YYZ,YVR,696,AC,1,YUL,1,1,5
07:20,06:43,1,YTZ,YVR,699,AC(Jazz),1,"YUL, YYC",2,1,5
07:20,07:33,1,YTZ,YVR,699,AC(Jazz),1,"YUL, YYC",2,1,5
08:20,06:43,1,YTZ,YVR,699,AC(Jazz),1,"YUL, YYC",2,1,5
08:20,07:33,1,YTZ,YVR,699,AC(Jazz),1,"YUL, YYC",2,1,5
07:20,21:47,0,YTZ,YVR,716,AC(Jazz),1,"YUL, YHZ",2,1,5
07:20,21:47,0,YTZ,YVR,716,AC(Jazz),1,"YUL, YHZ",2,1,5
08:20,21:47,0,YTZ,YVR,716,AC(Jazz),1,"YUL, YHZ",2,1,5
12:20,14:12,1,YTZ,YVR,716,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YQR",2,1,5
20:20,15:38,1,YTZ,YVR,716,"AC(Jazz), AC(Jazz)",2,"YUL, YYC, YEG",3,1,5
21:50,12:35,1,YYZ,YVR,718,WS,1,"YQR, YYC",2,0,5
16:15,12:25,1,YYZ,YVR,721,AC,1,YHZ,1,1,5
19:35,12:25,1,YYZ,YVR,721,AC,1,YHZ,1,1,5
22:15,12:35,1,YYZ,YVR,724,WS,1,"YEG, YYC",2,0,5
16:20,12:13,1,YTZ,YVR,726,"AC(Jazz), AC(Jazz)",2,"YOW, YYC, YEG",3,1,5
16:20,15:08,1,YTZ,YVR,726,AC(Jazz),1,"YOW, YYC",2,1,5
17:20,15:08,1,YTZ,YVR,726,AC(Jazz),1,"YUL, YYC",2,1,5
18:20,11:58,1,YTZ,YVR,726,AC(Jazz),1,"YUL, YYC",2,1,5
18:20,12:13,1,YTZ,YVR,726,"AC(Jazz), AC(Jazz)",2,"YUL, YYC, YEG",3,1,5
18:20,15:08,1,YTZ,YVR,726,AC(Jazz),1,"YUL, YYC",2,1,5
10:20,15:45,0,YTZ,YVR,728,AC(Jazz),1,YUL,1,1,5
15:20,20:36,0,YTZ,YVR,728,AC(Jazz),1,YUL,1,1,5
16:45,10:35,1,YTZ,YVR,733,PD(Inc),1,YUL,1,1,5
18:00,10:35,1,YTZ,YVR,733,PD(Inc),1,YUL,1,1,5
18:00,21:25,1,YTZ,YVR,733,PD(Inc),1,YUL,1,1,5
21:40,10:35,1,YTZ,YVR,733,PD(Inc),1,YUL,1,1,5
21:40,21:25,1,YTZ,YVR,733,PD(Inc),1,YUL,1,1,5
16:15,19:43,0,YYZ,YVR,734,AC,1,YYC,1,1,5
20:30,06:43,1,YYZ,YVR,740,AC,1,YYC,1,1,5
23:15,10:35,1,YYZ,YVR,740,PD,1,YUL,1,1,5
07:20,15:45,0,YTZ,YVR,742,AC(Jazz),1,YUL,1,1,5
12:20,20:36,0,YTZ,YVR,742,AC(Jazz),1,YUL,1,1,5
20:20,19:18,1,YTZ,YVR,744,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YXE",2,1,5
18:20,20:33,1,YTZ,YVR,753,AC(Jazz),1,"YUL, YYC",2,1,5
20:20,17:18,1,YTZ,YVR,753,AC(Jazz),1,"YUL, YYC",2,1,5
20:20,19:18,1,YTZ,YVR,753,AC(Jazz),1,"YUL, YYC",2,1,5
20:20,20:33,1,YTZ,YVR,753,AC(Jazz),1,"YUL, YYC",2,1,5
20:20,20:20,1,YTZ,YVR,756,"AC(Jazz), AC(Jazz)",2,"YUL, YOW",2,1,5
20:20,00:03,2,YTZ,YVR,756,"AC(Jazz), AC(Jazz)",2,"YUL, YOW",2,1,5
10:20,21:47,0,YTZ,YVR,776,AC(Jazz),1,"YUL, YHZ",2,1,5
15:20,19:12,1,YTZ,YVR,783,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YQR",2,1,5
15:20,00:20,1,YTZ,YVR,784,AC(Jazz),1,YUL,1,1,5
22:30,12:13,1,YYZ,YVR,787,AC,1,YEG,1,1,5
22:30,13:18,1,YYZ,YVR,787,AC,1,YEG,1,1,5
22:30,15:38,1,YYZ,YVR,787,AC,1,YEG,1,1,5
22:30,18:28,1,YYZ,YVR,787,AC,1,YEG,1,1,5
22:20,18:04,1,YYZ,YVR,793,WS,1,YYC,1,0,5
14:45,10:35,1,YTZ,YVR,796,PD(Inc),1,YUL,1,1,5
10:20,19:43,0,YTZ,YVR,797,AC(Jazz),1,"YUL, YYC",2,1,5
10:20,20:33,0,YTZ,YVR,797,AC(Jazz),1,"YUL, YYC",2,1,5
07:00,21:25,0,YTZ,YVR,801,PD(Inc),1,YUL,1,1,5
08:50,21:25,0,YTZ,YVR,801,PD(Inc),1,YUL,1,1,5
20:35,16:11,1,YYZ,YVR,823,WS(Encore),1,YLW,1,0,5
20:10,15:23,1,YYZ,YVR,835,"AC(Rouge), AC(Jazz)",2,YYJ,1,1,5
07:20,19:12,0,YTZ,YVR,843,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YQR",2,1,5
17:20,06:43,1,YTZ,YVR,844,AC(Jazz),1,"YUL, YYC",2,1,5
18:20,07:33,1,YTZ,YVR,844,AC(Jazz),1,"YUL, YYC",2,1,5
20:30,08:43,1,YYZ,YVR,844,AC,1,YYC,1,1,5
07:20,19:10,0,YTZ,YVR,846,AC(Jazz),1,YUL,1,1,5
08:20,19:10,0,YTZ,YVR,846,AC(Jazz),1,YUL,1,1,5
07:20,19:43,0,YTZ,YVR,853,AC(Jazz),1,"YUL, YYC",2,1,5
08:20,19:43,0,YTZ,YVR,853,AC(Jazz),1,"YUL, YYC",2,1,5
22:15,19:11,1,YYZ,YVR,860,WS,1,YEG,1,0,5
00:30,11:58,0,YYZ,YVR,860,AC(Jazz),1,"YUL, YYC",2,1,5
00:30,12:57,0,YYZ,YVR,860,"AC(Jazz), AC(Jazz)",2,"YUL, YYC",2,1,5
11:00,21:25,0,YTZ,YVR,863,PD(Inc),1,YUL,1,1,5
00:30,12:00,0,YYZ,YVR,865,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YXE",2,1,5
22:20,19:34,1,YYZ,YVR,867,WS,1,YYC,1,0,5
20:20,20:20,1,YTZ,YVR,869,"AC(Jazz), AC(Jazz)",2,"YUL, YOW",2,1,5
18:50,08:43,1,YYZ,YVR,900,AC,1,YYC,1,1,5
09:20,00:03,1,YTZ,YVR,901,AC(Jazz),1,YOW,1,1,5
16:20,09:38,1,YTZ,YVR,901,AC(Jazz),1,YOW,1,1,5
19:20,09:38,1,YTZ,YVR,901,AC(Jazz),1,YOW,1,1,5
19:20,20:20,1,YTZ,YVR,901,AC(Jazz),1,YOW,1,1,5
07:20,00:20,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
08:20,00:20,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
10:20,00:20,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
17:20,09:58,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
17:20,19:10,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
17:20,20:36,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
17:20,00:20,2,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
18:20,09:58,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
18:20,11:38,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
18:20,12:00,1,YTZ,YVR,905,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YXE",2,1,5
18:20,19:10,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
18:20,20:36,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
18:20,00:20,2,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
20:20,11:38,1,YTZ,YVR,905,AC(Jazz),1,YUL,1,1,5
20:20,11:58,1,YTZ,YVR,905,AC(Jazz),1,"YUL, YYC",2,1,5
20:20,12:00,1,YTZ,YVR,905,"AC(Jazz), AC(Jazz), AC(Jazz)",2,"YUL, YXE",2,1,5
